Name,City,Country,Cuisine,Awards,Source Lists
Jan Diekjobst Restaurant,,,Modern Cuisine,,
Eiden Restaurant,,,"Country cooking, Farm to table",,
Gänsweid,,,"Country cooking, Farm to table",,
Berghotel Wiedener Eck,,,"Country cooking, Seasonal Cuisine",,
TISK,,,"Seasonal Cuisine, Modern Cuisine",,
CARALEON,,,"International, Classic Cuisine",,
zeit|geist,,,"French Contemporary, Classic Cuisine",,
Treibgut,,,"Contemporary, International",,
Zum Adler,,,"Contemporary, Meats and Grills",,
Rindenmühle,,,"Farm to table, Seasonal Cuisine",,
Zum Storchen,,,"Farm to table, Country cooking",,
bistronauten,,,Farm to table,,
79 °,,,"Farm to table, Classic Cuisine",,
Die Traube,,,"Seasonal Cuisine, Mediterranean Cuisine",,
Landgasthof Backers,,,"Country cooking, Classic Cuisine",,
Die Achkarrer Krone,,,"Regional Cuisine, Traditional Cuisine",,
Pades Restaurant,,,"Country cooking, International",,
BECKER'S Weinhaus,,,"Classic Cuisine, International",,
Kräutergarten,,,Classic Cuisine,,
Forsthaus Ilkahöhe,,,Seasonal Cuisine,,
Gasthof Kreuz,,,"Country cooking, Home Cooking",,
La Maison Eric,,,Classic Cuisine,,
Nannina,,,Italian,,
Zum Hirschen & Gasthaus beim Stöckeler,,,"Country cooking, Seasonal Cuisine",,
möbius - das restaurant,,,"Modern Cuisine, Seasonal Cuisine",,
new josch,,,"Modern French, International",,
Habbel's,,,"International, Farm to table",,
Christophorus,,,International,,
Alois-Anton Kaminrestaurant,,,"Country cooking, Farm to table",,
Gasthof Hirsch,,,"Classic Cuisine, Country cooking",,
HerR,,,"International, Seasonal Cuisine",,
Zur Sonne,,,"Country cooking, Farm to table",,
Cube,,,"International, Modern Cuisine",,
Schweizers Restaurant,,,"Classic Cuisine, Farm to table",,
Königshafen,,,"Traditional Cuisine, Country cooking",,
mundart Restaurant,,,"Classic Cuisine, Mediterranean Cuisine",,
Hugenhof,,,International,,
Reck's,,,"Country cooking, Farm to table",,
Kirschner Stuben,,,"Regional European, Country cooking",,
Landhaus Hohenlohe,,,"Mediterranean Cuisine, Country cooking",,
Juliette,,,Classic French,,
Domschenke,,,"Country cooking, International",,
Heim's Restaurant,,,"Traditional Cuisine, Country cooking",,
Ganter Restaurant Mohren,,,"Farm to table, Seasonal Cuisine",,
Gasthaus Cervus,,,Traditional Cuisine,,
Ballebäuschen,,,Classic French,,
Landhaus Drei Raben,,,"Country cooking, Farm to table",,
Schloss Niederweis,,,Classic Cuisine,,
IU & ON,,,Thai,,
Wilde Triebe,,,"Country cooking, Farm to table",,
MINNECI,,,"Italian, Mediterranean Cuisine",,
Schloss Restaurant Venus,,,International,,
ZweiSinn Meiers | Bistro,,,Modern Cuisine,,
Historisches Gasthaus Sanct Peter Restaurant Weinkirche,,,"International, Classic Cuisine",,
Imperial by Alexander Herrmann,,,"International, Sharing",,
Cornelia Poletto,,,"Italian, Mediterranean Cuisine",,
Spielweg,,,"Asian Influences, Regional Cuisine",,
Turmstube,,,"Country cooking, International",,
Steinheuers Landgasthof Poststuben,,,"Country cooking, Classic Cuisine",,
Christians Restaurant,,,"Contemporary, Mediterranean Cuisine",,
Joseph Naus Stub'n,,,Country cooking,,
Ponyhof Stammhaus by Tobias Wussler,,,"Contemporary, Modern Cuisine",,
CARLS Brasserie an der Elbphilharmonie,,,German,,
Zipang,,,Japanese,,
Kamino,,,"Mediterranean Cuisine, Country cooking",,
NIKKEI NINE,,,"Japanese, Peruvian",,
Goldener Karpfen,,,"International, Farm to table",,
Zenzakan,,,Asian,,
Zum Krug,,,"Seasonal Cuisine, Farm to table",,
Rebstock,,,"Country cooking, Farm to table",,
Lohninger,,,"Austrian, International",,
Bastian's Restaurant,,,"Classic Cuisine, Farm to table",,
Weinstube Sibylla,,,"Country cooking, Traditional Cuisine",,
Kupferpfanne,,,"Classic Cuisine, Farm to table",,
Hartmaier's Villa,,,"International, Farm to table",,
Landgasthaus Schuster,,,"Classic Cuisine, Seasonal Cuisine",,
Stüble,,,"Country cooking, Farm to table",,
Lindenhof,,,"Country cooking, Mediterranean Cuisine",,
Das Ballenberger,,,"Farm to table, International",,
Bistro Fatal,,,French,,
Le Flair,,,"Mediterranean Cuisine, Modern Cuisine",,
VIDA,,,"Creative, International",,
Kronenschlösschen,,,"French Contemporary, International",,
Weinrestaurant Turmschänke,,,Farm to table,,
Gambero Rosso da Domenico,,,"Italian, Seasonal Cuisine",,
Taverna & Trattoria Palio,,,Italian,,
Restaurant Villa Esche,,,"International, Contemporary",,
Redüttchen,,,"Modern Cuisine, Farm to table",,
eins44,,,"Modern Cuisine, International",,
maiBeck,,,"Modern Cuisine, Country cooking",,
Wappen-Saal,,,Classic Cuisine,,
Hubertushof,,,"Modern Cuisine, International",,
Das Tschecherl,,,Austrian,,
Zehntkeller,,,"Country cooking, International",,
Zur Iphöfer Kammer,,,"Farm to table, International",,
Danzer's,,,"International, Country cooking",,
Westphalenhof,,,"International, Classic Cuisine",,
Adler Stuben,,,"Regional European, Country cooking",,
FLYGGE,,,"Regional Cuisine, Modern Cuisine",,
Schwane 1404,,,"Country cooking, Farm to table",,
Tante Fichte,,,"Modern Cuisine, Regional Cuisine",,
Am Osterfeuer,,,"Regional Cuisine, International",,
Wieland-Stuben,,,"Classic French, Farm to table",,
Madame Ngo - Une Brasserie Hanoi,,,"South East Asian, Vietnamese",,
Jacobs Restaurant,,,"Classic Cuisine, Modern Cuisine",,
Roku - Japanese Dining & Wine,,,Japanese Contemporary,,
Il Teatro²,,,"Italian, Classic Cuisine",,
Klinker,,,"Modern Cuisine, Vegetarian",,
Chang,,,Asian,,
Kurpfalz Weinstuben,,,Regional Cuisine,,
Wirtshaus Mättle,,,Farm to table,,
Hirschkönig,,,Seasonal Cuisine,,
Phaedra,,,Mediterranean Cuisine,,
Freilinger Wirt,,,"Farm to table, Regional Cuisine",,
20° RESTOBAR,,,Spanish Contemporary,,
Oechsle,,,"Classic Cuisine, Mediterranean Cuisine",,
XO Seafoodbar,,,"Seafood, Vegetarian",,
esszimmer das Restaurant,,,"Modern Cuisine, International",,
Bistro oma & enkel,,,Country cooking,,
Thuns Dorfkrug,,,"International, French",,
martino KITCHEN,,,"Seasonal Cuisine, Mediterranean Cuisine",,
Scala,,,"Regional Cuisine, International",,
Ratsstube,,,"Modern Cuisine, Regional Cuisine",,
Steinbuck Stube,,,"Classic Cuisine, Farm to table",,
Park-Restaurant Vogelherd,,,Farm to table,,
Brunnenstuben,,,"Country cooking, Farm to table",,
Johanniter-Kreuz,,,"Classic Cuisine, Country cooking",,
Gastraum,,,Modern Cuisine,,
Fässle le Restaurant,,,"Classic French, Farm to table",,
Ambiente,,,Farm to table,,
Dorfstube,,,"Swabian, Farm to table",,
BECKER'S,,,"Creative, Classic Cuisine",,
Uwe & Uli - Zuhause bei uns,,,"International, Classic Cuisine",,
Seehalde,,,"Seasonal Cuisine, Regional Cuisine",,
Zur Tanne,,,Country cooking,,
Meister Lampe,,,"Classic Cuisine, Country cooking",,
Zum Hirsch,,,"Country cooking, Farm to table",,
Villa Hammerschmiede,,,"Classic Cuisine, Country cooking",,
Goldener Adler,,,"Country cooking, Traditional Cuisine",,
Krietsch,,,"Farm to table, Country cooking",,
Der Engel,,,Country cooking,,
Gourmetfabrik,,,International,,
Die Alte Brauerei,,,"French, European Contemporary",,
Hermannshof,,,"Mediterranean Cuisine, Country cooking",,
Kings and Queens,,,"International, Farm to table",,
Weinstube am Brühl,,,"International, Farm to table",,
Berghotel Schlossanger Alp,,,"Country cooking, Contemporary",,
Hoppe's,,,French,,
Weingut,,,"International, Seasonal Cuisine",,
Fährhütte 14,,,"International, Farm to table",,
La Bouche et El Pato,,,"International, Mediterranean Cuisine",,
Kugelmühle,,,"Classic French, Farm to table",,
Heldmann & Herzhaft,,,"Classic Cuisine, Country cooking",,
Gastwirtschaft Ferdinand Reuter,,,Farm to table,,
Der Schwarze Adler,,,"Modern Cuisine, International",,
Clostermanns Le Gourmet,,,"Modern Cuisine, Farm to table",,
Kraftwerk,,,"Contemporary, International",,
Ondersch Genusswirtschaft,,,"Modern Cuisine, Farm to table",,
Alpenkönig - Esslust,,,"Regional Cuisine, Seasonal Cuisine",,
Würzhaus,,,"Modern Cuisine, Seasonal Cuisine",,
Villa Medici,,,Mediterranean Cuisine,,
von Rhemen,,,Classic French,,
LENZ,,,"Country cooking, Traditional Cuisine",,
Fischereihafen Restaurant,,,"Seafood, Classic Cuisine",,
Henriks,,,International,,
Bahnhöfle,,,"Classic French, Mediterranean Cuisine",,
Farmerhaus,,,African,,
Die Reichsstadt,,,"Classic Cuisine, Farm to table",,
Zum Rössl,,,"Country cooking, Traditional Cuisine",,
Kinfelts Kitchen & Wine,,,"Farm to table, Contemporary",,
EssensArt,,,"International, Modern Cuisine",,
Alter Wirt,,,"Country cooking, Seasonal Cuisine",,
Brasserie,,,International,,
Cox,,,International,,
Witwenball,,,"Modern Cuisine, International",,
Zum Goldenen Engel,,,"Country cooking, Seasonal Cuisine",,
Villa Busch,,,International,,
Brook,,,International,,
Tschebull,,,"Austrian, International",,
Schneider Stube,,,"Regional Cuisine, Traditional Cuisine",,
Frankfurter Botschaft,,,"International, Asian Influences",,
Zöllner's Weinstube,,,"Classic Cuisine, Mediterranean Cuisine",,
SonneStuben,,,"Country cooking, Regional Cuisine",,
Mühlenhof,,,"Country cooking, Home Cooking",,
Medici,,,"International, Mediterranean Cuisine",,
Bistro Villa Merton,,,"Country cooking, International",,
Brasserie Stadthaus,,,Classic French,,
The Duchy,,,Contemporary,,
Butcher's american steakhouse,,,"Meats and Grills, American",,
Adler Wirtschaft,,,"Seasonal Cuisine, Classic Cuisine",,
Saittavini,,,Italian,,
Restaurant Baiken by Schröer,,,"Classic Cuisine, Farm to table",,
Mon Amie Maxi,,,"French, Traditional Cuisine",,
Gasthaus Landbrecht,,,Farm to table,,
Eiflers Zeiten,,,"Farm to table, Seasonal Cuisine",,
Landhaus am See,,,"Farm to table, Regional Cuisine",,
WEINreich,,,"Country cooking, Modern Cuisine",,
Schmidt's,,,"Farm to table, Creative",,
Köllner's Landhaus,,,"Seasonal Cuisine, International",,
St. Urban,,,Country cooking,,
Zucker,,,"Farm to table, Contemporary",,
Reussenstein,,,"Traditional Cuisine, Regional Cuisine",,
der allerKrug,,,"Country cooking, International",,
Leopold,,,"International, Country cooking",,
Kucher's Weinwirtschaft,,,"Country cooking, Traditional Cuisine",,
Restaurant 1718,,,"International, Seasonal Cuisine",,
Bergfriedel,,,"Country cooking, Traditional Cuisine",,
Schapers,,,"Farm to table, Classic Cuisine",,
Berchtesgadener Esszimmer,,,"Country cooking, Farm to table",,
Restaurant 1687,,,Mediterranean Cuisine,,
Behl's Restaurant,,,"Country cooking, Farm to table",,
WILD X BERG,,,"Modern Cuisine, Seasonal Cuisine",,
Stubersheimer Hof,,,"Classic Cuisine, Country cooking",,
Forellenhof,,,"Country cooking, Farm to table",,
GRACE,,,"International, Modern Cuisine",,
INDIA CLUB,,,Indian,,
Rolin,,,"International, Classic Cuisine",,
Beesten,,,"Classic Cuisine, Farm to table",,
Koch und Kellner,,,"Modern Cuisine, International",,
Alte Mühle,,,"Mediterranean Cuisine, Regional Cuisine",,
Stumpenhof,,,"Country cooking, Farm to table",,
Lumperhof,,,"Country cooking, Farm to table",,
Culinarium,,,Farm to table,,
Die Halde,,,"Country cooking, Farm to table",,
freistil.,,,"Modern Cuisine, Seasonal Cuisine",,
Sülbecker Krug,,,"Meats and Grills, International",,
Gasthaus Sternen Post,,,"Country cooking, Farm to table",,
Sternenschanz,,,"Home Cooking, Country cooking",,
Hermannshöhle,,,"Classic Cuisine, Country cooking",,
Postschänke,,,Farm to table,,
Spinne,,,"Country cooking, Farm to table",,
Hackbarth's Restaurant,,,"Modern Cuisine, Farm to table",,
DAS BERNHARDS,,,Farm to table,,
Zirbelstube,,,"Country cooking, Farm to table",,
Novalis,,,"Classic Cuisine, International",,
Gaststube Zum Klosterbräu,,,"Bavarian, Seasonal Cuisine",,
Kaiserblick,,,Farm to table,,
Stüffel,,,"Farm to table, Mediterranean Cuisine",,
Brasserie Nodhausen,,,"Farm to table, French Contemporary",,
Herzog von Burgund,,,"Farm to table, Classic Cuisine",,
Wirtshaus zur Sonne,,,"Country cooking, Classic Cuisine",,
Husar,,,Classic Cuisine,,
GRILL,,,"Classic French, Meats and Grills",,
Gasthaus Adler,,,"Country cooking, Traditional Cuisine",,
H'manns,,,Classic Cuisine,,
Das Esszimmer,,,Mediterranean Cuisine,,
Spitzweg,,,"Farm to table, International",,
Ostaria da Gino,,,"Italian, Seasonal Cuisine",,
Der Kaiserhof,,,"Seasonal Cuisine, Farm to table",,
Henssler Henssler,,,Asian Influences,,
Jagstmühle,,,"Classic French, Farm to table",,
Rive Fish & Faible,,,"Seafood, Meats and Grills",,
Rüssel's Hasenpfeffer,,,"Country cooking, Traditional Cuisine",,
heyligenstaedt,,,"International, Farm to table",,
Jennerwein,,,"Country cooking, Traditional Cuisine",,
Schillingshof,,,"Farm to table, Classic Cuisine",,
Posthörnle,,,International,,
STRAUCHS FALCO,,,"International, Meats and Grills",,
Wirtshaus zum Herrmannsdorfer Schweinsbräu,,,"Farm to table, Country cooking",,
L'arte in cucina,,,"Italian, Tuscan",,
Hopmanns Olive,,,"Mediterranean Cuisine, Contemporary",,
Basho-An,,,"Japanese, Sushi",,
Zum Goldenen Anker,,,"Country cooking, Traditional Cuisine",,
Torschänke,,,"Country cooking, Regional Cuisine",,
La Cuisine Mario Kalweit,,,Classic French,,
Zu den drei Linden - Lindenblüte,,,"International, Farm to table",,
Kölbl,,,"International, Country cooking",,
Sette Feinbistro,,,"International, Farm to table",,
MAXIME de Guy Graessel,,,"Classic Cuisine, Seasonal Cuisine",,
Zum Goldenen Pflug,,,"Country cooking, International",,
ESSperiment,,,Modern Cuisine,,
Orania.Berlin,,,Modern Cuisine,,
alexxanders,,,"International, Mediterranean Cuisine",,
Altdeutsches Restaurant,,,"Contemporary, Farm to table",,
Warias Am Markt,,,Farm to table,,
Lockstein 1,,,"Vegetarian, Farm to table",,
Rebstock-Stube,,,Classic Cuisine,,
Landhaus Gräfenthal,,,"Seasonal Cuisine, Classic Cuisine",,
Crackers,,,International,,
Schlosskeller,,,"Farm to table, International",,
Die Klosterschänke,,,"International, Seasonal Cuisine",,
Le Comptoir,,,"Creative, Farm to table",,
Brauereigasthof Aying,,,"Farm to table, Country cooking",,
Brasserie Lamazère,,,French,,
Oh Panama,,,Farm to table,,
Landgasthaus zum Kreuz,,,"Traditional Cuisine, Country cooking",,
Berghofstüble,,,"Seasonal Cuisine, Farm to table",,
GUI,,,"Mediterranean Cuisine, Contemporary",,
Schwarzmatt,,,Classic Cuisine,,
Abt- und Schäferstube,,,"Classic French, Farm to table",,
WEINrestaurant Ayler Kupp,,,Farm to table,,
Gasthaus Assenmacher,,,International,,
Die Ratsstuben,,,International,,
Trichards,,,"Classic French, Seasonal Cuisine",,
SCHORN by Lukas Schild,,,Contemporary,,
Müllers auf der Rü,,,"Seasonal Cuisine, Farm to table",,
Zum Simonbräu,,,German,,
Der Dantler,,,"Modern Cuisine, Country cooking",,
Mine,,,"Farm to table; Italian, Contemporary",,
Carte blanche,,,"Farm to table, Modern Cuisine; International, French",,
Valentin,,,"Contemporary, International",,
sushi Lounge,,,Sushi,,
Lang is her,,,"Modern Cuisine, International",,
5 SEN:SES by Mario Aliberti,,,"International, Italian",,
Félix,,,"French, Classic Cuisine",,
DAS MAXI - GENUSSREICH,,,"Seasonal Cuisine, International",,
Altes Rathaus by What the Food,,,"Creative, Farm to table",,
Müllers auf Norderney,,,"Contemporary, Fusion",,
Daniels,,,"Modern Cuisine, Seasonal Cuisine",,
Restaurant Mühle,,,"Contemporary, Mediterranean Cuisine",,
Jäger & Lustig,,,"German, Seasonal Cuisine",,
Lou im Cavalierhaus,,,"Modern Cuisine, Seasonal Cuisine",,
Les Deux Dienstbach,,,"French Contemporary, Farm to table",,
Schwitzer's PUR,,,"Seasonal Cuisine, International",,
Zwo20,,,"Modern Cuisine, International",,
Fangfrisch,,,"Regional Cuisine, Seafood",,
JAPATAPA TOSHIBAR,,,Japanese,,
Macionga,,,"Seasonal Cuisine, Modern Cuisine",,
Feinschliff,,,"Modern Cuisine, European Contemporary",,
Margaux,,,"Farm to table, Creative",,
WurzelWerk,,,"Farm to table, Seasonal Cuisine",,
Berta,,,"Israeli, Contemporary",,
Porte Neuf,,,"Modern Cuisine, French",,
Restaurant 1831,,,"French Contemporary, Modern French",,
Villa's Wine & Dine,,,Contemporary,,
Vinophil,,,"Contemporary, Regional Cuisine",,
Benders,,,Modern Cuisine,,
Konrad's,,,"Contemporary, Mediterranean Cuisine",,
Eatrenalin,,,"Modern Cuisine, Creative",,
KRasserie im verve⁵,,,"International, Modern Cuisine",,
l'Ecume,,,"Modern French, French Contemporary",,
Melkhus,,,"Regional Cuisine, Farm to table",,
In Vino Veritas,,,"Farm to table, International",,
Rodesand,,,"Modern French, Farm to table",,
Ontra,,,"Farm to table, Contemporary",,
Kuhlemann,,,Creative,,
PIER 6,,,"International, Mediterranean Cuisine",,
Landhaus Rössle,,,"Classic French, International",,
Gasthaus Lege,,,"Classic Cuisine, Farm to table",,
Kantiners,,,"Traditional Cuisine, French",,
Das Alte Haus,,,"Modern Cuisine, International",,
Al Pappagallo,,,Italian,,
Strandhaus,,,Mediterranean Cuisine,,
Lammershof Stuben,,,"Farm to table, Regional Cuisine",,
Jagdhaus Waldfrieden,,,"Classic Cuisine, Regional Cuisine",,
Menge,,,"Farm to table, French Contemporary",,
Rocus,,,"International, Classic Cuisine",,
Engelwirts-Stube,,,"Farm to table, Country cooking",,
Tomatissimo,,,"Italian, Mediterranean Cuisine",,
Bocca di Bacco,,,Italian,,
Johann Grill,,,"Classic Cuisine, Farm to table",,
Hof Grothues-Potthoff - Hasenklee,,,"Farm to table, Modern Cuisine",,
James Farmhouse,,,"Regional Cuisine, Seasonal Cuisine",,
Landgasthof Adler,,,"Farm to table, Regional Cuisine",,
mondi,,,"Modern Cuisine, Farm to table",,
Beetle,,,"Seasonal Cuisine, Regional Cuisine",,
Schorse im Leineschloss,,,"International, Regional Cuisine",,
YOSO Asian Comfort Food,,,"Asian, Asian Contemporary",,
Renoir,,,"Classic Cuisine, Farm to table",,
Restaurant zum Bären,,,"Country cooking, Farm to table",,
AS am See,,,"Modern Cuisine, Seasonal Cuisine",,
Heiligenstein,,,"Classic Cuisine, Seasonal Cuisine",,
moriki,,,"Asian, Japanese",,
Bar Mural,,,"Contemporary, International",,
Kaminstube,,,"Classic French, International",,
Asam Schlössl,,,"Bavarian, International",,
erasmus,,,"Italian, Farm to table",,
am kai,,,"Seafood, International",,
Brasserie Ehrlich,,,"Farm to table, Seasonal Cuisine",,
893 Ryotei,,,"Japanese Contemporary, Creative",,
Tischlein Deck Dich by Lilly,,,"Seasonal Cuisine, Modern Cuisine",,
Schupps,,,Seasonal Cuisine,,
ICHI,,,Japanese Contemporary,,
Stilbruch,,,Contemporary,,
NaNum,,,Korean Contemporary,,
STUBN in der Frasdorfer Hütte,,,"Alpine, Modern Cuisine",,
HIO,,,"Creative, Contemporary",,
Lemabri,,,World Cuisine,,
Zum Wendl,,,"Bavarian, Traditional Cuisine",,
Die Speiserei im Maier,,,"Regional Cuisine, Classic Cuisine",,
Caro's,,,Contemporary,,
Springbrunnen SKLENAR,,,"Regional Cuisine, Spanish",,
[w]einklang,,,"Contemporary, Mediterranean Cuisine",,
Limbourg,,,"French Contemporary, International",,
Lovis,,,"Contemporary, Modern Cuisine",,
Die Bürgermeisterei 1728,,,Contemporary,,
BEES Restaurant,,,Farm to table,,
FREA,,,"Vegan, Modern Cuisine",,
Hasenpfeffer,,,"Contemporary, Seasonal Cuisine",,
Eulenstein,,,"Seasonal Cuisine, Farm to table",,
Pierburg - Erika Bergheim,,,"Farm to table, International",,
"Weinbistro ""George""",,,"Farm to table, Regional Cuisine",,
vierzehn 85,,,"Contemporary, Classic Cuisine",,
VITA,,,"Mediterranean Cuisine, Regional Cuisine",,
Wibbelings Hof,,,"Modern Cuisine, Seasonal Cuisine",,
PULS,,,"Contemporary, International",,
Minato,,,"Sushi, Japanese",,
Westerndorfer Stube,,,"Regional Cuisine, Seasonal Cuisine",,
Oukan,,,"Vegan, Japanese",,
plaisir by Hamid Heidarzadeh,,,Contemporary,,
Café GUPI,,,"Contemporary, Seasonal Cuisine",,
Brasserie Cocotte,,,French,,
Goldmund,,,Classic French,,
Weinstube Baldreit,,,"Traditional Cuisine, Home Cooking",,
Sorriso,,,"Contemporary, Mediterranean Cuisine",,
Küppersmühle Restaurant,,,"Modern Cuisine, International",,
Inspektorenhaus,,,"Seasonal Cuisine, International",,
959,,,"Contemporary, Classic Cuisine",,
Dae Mon,,,"Fusion, Asian Influences",,
Diekmann,,,"French, German",,
Broeding,,,Classic Cuisine,,
Höfli,,,Farm to table,,
Drexlers,,,"Farm to table, Seasonal Cuisine",,
Franziska,,,"Seasonal Cuisine, Modern Cuisine",,
Waldhorn,,,"Contemporary, Regional European",,
Genießer Stube - Daniel Raub,,,Classic Cuisine,,
KIKU Restaurant by Jan Fribus,,,"Asian, Modern Cuisine",,
dario&,,,"Creative, Modern Cuisine",,
fine.wine.dine.,,,"Farm to table, Seasonal Cuisine",,
Laesâ,,,"Modern Cuisine, Creative",,
Zauberberg,,,"Creative, Modern Cuisine",,
The Wild Duck,,,Modern Cuisine,,
IL Sommelier,,,"Italian; Italian Contemporary, Seafood",,
Waldschlössle,,,"Seasonal Cuisine, Regional Cuisine",,
Kulinarium,,,"Seasonal Cuisine, Creative",,
Knipsers Halbstück,,,"Classic Cuisine, Farm to table",,
AUVIGU,,,"Creative, Modern Cuisine",,
Stresa,,,Classic Cuisine,,
Ebanat,,,"Seasonal Cuisine, International",,
Richard Bistro,,,Modern Cuisine,,
Whiskyplaza,,,Contemporary,,
Rebblick,,,"Seasonal Cuisine, Regional Cuisine",,
Ristorante Engel,,,Italian,,
Meilenstein,,,Contemporary,,
bellasLOKAL,,,"Creative, Farm to table",,
CARUSO Pastabar,,,Italian,,
La Mer,,,"Classic French, French Contemporary",,
Goldene Sonne,,,"Seasonal Cuisine, Contemporary",,
La Cantina by Catalana,,,Spanish,,
Baron.ess,,,"Creative, Seasonal Cuisine",,
Pizarro Fine Dining,,,"Peruvian, International",,
AIMY,,,Thai,,
Schreiberei,,,International,,
Kevin Gideon,,,"Modern Cuisine, Creative",,
Danza,,,"Modern Cuisine, International",,
BRIKZ,,,"Farm to table, Modern Cuisine",,
Bernhardhof,,,"Contemporary, Regional Cuisine",,
Anglerstuben,,,"Regional Cuisine, Norwegian",,
sansaro,,,Japanese,,
nagare,,,"Japanese, Creative",,
KOSTBAR,,,"Modern Cuisine, Mediterranean Cuisine",,
Restaurant Max'es,,,"Farm to table, Modern Cuisine",,
Salt & Silver am Meer,,,"Grills, Mediterranean Cuisine",,
Atelier Tian,,,"International, Modern Cuisine",,
Momo Ramen,,,Ramen,,
Gasthaus zum Adler,,,"Seasonal Cuisine, Farm to table",,
Löwengrube,,,"International, Farm to table",,
Roussel's Restaurant La Bonne Adresse,,,Classic Cuisine,,
Oma Wilma Heimatküche,,,"Traditional Cuisine, Modern Cuisine",,
Zur Waage M.E.B.,,,"Regional Cuisine, Farm to table",,
Bach & Nurup,,,Creative,,
Restaurant BAVN,,,Traditional Cuisine,,
Hosiló,,,Modern Cuisine,,
Le Coucou Vert,,,French,,
Aoi,,,Modern Cuisine,,
HimmerRiget,,,Modern Cuisine,,
Izakaya Skostredet,,,Japanese,,
Young Hearts,,,Modern Cuisine,,
Kuurna,,,Finnish,,
Koizen,,,Japanese,,
Kajo,,,Creative,,
Bon Lio,,,Modern Cuisine,,
Møntergade,,,Smørrebrød,,
Tavolo,,,Italian-American,,
à terre,,,French,,
Söl,,,Modern Cuisine,,
Woodstockholm,,,"Contemporary, International",,
Rolfs Kök,,,Traditional Cuisine,,
Festningen,,,Modern Cuisine,,
Restaurant vRÅ,,,Fusion,,
Restaurang Atmosfär,,,Swedish,,
Natura,,,Finnish,,
Savoy,,,Modern Cuisine,,
FYR Bistronomi & Bar,,,Modern Cuisine,,
Falsled Kro,,,Classic Cuisine,,
Matur og Drykkur,,,Traditional Cuisine,,
Muru,,,Contemporary; Modern Cuisine,,
Vinkkeli,,,Classic Cuisine,,
Amalie,,,Traditional Cuisine,,
Admiralgade 26,,,Modern Cuisine,,
Vækst,,,Modern Cuisine,,
Kanalen,,,"Danish, Seasonal Cuisine",,
Mielcke & Hurtigkarl,,,Creative,,
Brasserie Sture 1912,,,Mediterranean Cuisine,,
Levi,,,Italian and Japanese,,
Mark,,,"Danish, Country cooking",,
Brutalisten,,,Modern Cuisine,,
Tollbua,,,Modern Cuisine,,
Eero,,,Seafood,,
Black Milk Gastro Bar,,,"Creative, Modern Cuisine",,
Ego,,,Modern Cuisine,,
akmē,,,"Fusion, Japanese Contemporary",,
Restaurant Anton,,,Modern Cuisine,,
Restaurant Glassalen,,,Modern Cuisine,,
Abigail & Co,,,Modern Cuisine,,
Yves at Park Lane,,,French,,
Petri,,,Modern Cuisine,,
Flor,,,Modern Cuisine,,
Fyr,,,Modern Cuisine,,
Betong,,,Modern Cuisine,,
Brasserie Astoria,,,Classic Cuisine,,
Tèrra,,,"Modern Cuisine, Organic",,
Ark,,,Vegan,,
La Cucina Italiana,,,Italian,,
Smör,,,Modern Cuisine,,
Brasserie Hansken,,,Modern Cuisine,,
Kockeriet,,,Modern Cuisine,,
Bloom in the Park,,,Creative,,
Hillenberg,,,Modern Cuisine,,
Tango,,,Modern Cuisine,,
Sjømagasinet,,,Seafood,,
Gaijin,,,Asian,,
Restaurant Sletten,,,Modern Cuisine,,
Statholderens Mat og Vinkjeller,,,Classic Cuisine,,
Molskroen,,,Modern Cuisine,,
Høst,,,Modern Cuisine,,
Sankt Annæ,,,Smørrebrød,,
Kødbyens Fiskebar,,,Seafood,,
Trio,,,Modern Cuisine,,
Sümac,,,Middle Eastern,,
SOLEN,,,Modern Cuisine,,
Bistro Bardot,,,French,,
Oxenstiernan,,,Swedish,,
Treetop,,,"Modern Cuisine, Creative",,
Shelter,,,"Modern Cuisine, Finnish",,
Barr,,,Modern Cuisine,,
Hærværk,,,Danish,,
freyja,,,"Swedish, Modern Cuisine",,
OTO,,,Modern Cuisine,,
Uformel,,,Modern Cuisine,,
Sanchez,,,Mexican,,
Theo,,,"Contemporary, European Contemporary",,
Poppy,,,"Seasonal Cuisine, Farm to table",,
Leijontornet,,,European,,
Le Ankka,,,Modern Cuisine,,
Minh Mat,,,Vietnamese,,
Varemottaket,,,Modern Cuisine,,
BORD,,,Mediterranean Cuisine,,
Prospero,,,Modern Cuisine,,
BELLIES,,,"Vegan, Vegetarian",,
Ræst,,,Creative,,
ROKS,,,Seafood,,
Boulevard,,,Seafood,,
Human,,,Creative,,
Bulot,,,Modern Cuisine,,
Fasangården,,,Danish,,
Hotell Borgholm,,,Modern Cuisine,,
Det Røde Pakhus,,,Modern Cuisine,,
Boen Gård,,,Modern Cuisine,,
Carbon,,,Modern Cuisine,,
B.A.R.,,,Seafood,,
Lieffroy,,,Classic French,,
Lux Dag för Dag,,,Modern Cuisine,,
NISCH,,,Modern Cuisine,,
Boon Nam,,,Thai,,
Ulla Winbladh,,,Swedish,,
The Pescatarian,,,"Creative, Contemporary",,
Lyran Matbar,,,"Modern Cuisine, Swedish",,
Trattoria La Strega,,,Italian,,
Sjömagasinet,,,Seafood,,
Brasserie Blanche,,,French,,
Cru,,,Norwegian,,
Arakataka,,,Modern Cuisine,,
Kolonialen Bislett,,,Modern Cuisine,,
